Title,Genres,Total Play Time,Rating,Storage Required,Release Year,Developer,Publisher,Price
Slay the Spire,"Puzzle, Sports",319.96,7.1,18.3,2019,Bethesda,Square Enix,9.9
Portal 2,"Adventure, First-person shooter",353.36,6.3,94.6,2023,Bungie,Activision,28.12
Subnautica,"MMORPG, Simulation",334.65,8.6,75,2008,BioWare,Sega,1.61
Borderlands 3,"MMORPG, First-person shooter, Strategy",626.08,2.6,24.5,2012,EA,Square Enix,1.9
Overwatch,"MMORPG, Sports",506.34,8.1,34,2003,Nintendo,Bandai Namco,58.31
Fortnite,"Strategy, First-person shooter",165.26,3.7,26.5,2010,Rockstar Games,Square Enix,8.36
Minecraft,"Strategy, Simulation",910.12,8.6,71.2,2022,BioWare,Bethesda,44.76
The Elder Scrolls V: Skyrim,"Strategy, Racing",420.04,2.5,7.5,2016,Bethesda,Sony,14.15
Left 4 Dead 2,Sports,427.3,2.2,45.2,2002,Epic Games,Bethesda,51.31
Team Fortress 2,"Adventure, Racing, Puzzle",946.47,3.3,84.6,2019,Valve,Electronic Arts,41.34
Tom Clancy's Rainbow Six Siege,"Racing, Strategy, Sports",879.42,3.5,41.8,2019,Rockstar Games,Nintendo,12.48
BioShock Infinite,"Racing, Strategy, MMORPG",629.5,5.7,34.1,2009,EA,Sega,5.74
Far Cry 5,"Adventure, Sports, Puzzle",506.4,4.4,52.9,2009,Bethesda,Bandai Namco,13.17
Assassin's Creed Odyssey,"RPG, Simulation, Open World",657.58,2.5,45.8,2009,Valve,Bandai Namco,30.65
Just Cause 4,Simulation,959,1.1,27.7,2014,Rockstar Games,Square Enix,28.95
Metro Exodus,Strategy,382.62,9.9,95.4,2013,Valve,Nintendo,7.38
Destiny 2,Sports,115.61,9.5,70.6,2018,BioWare,Microsoft,50.11
Resident Evil 2,First-person shooter,797.83,8.3,57.2,2003,Epic Games,Sony,5.52
Monster Hunter: World,"Puzzle, Open World, First-person shooter",215.26,3,94.2,2009,Ubisoft,Square Enix,48.8
The Sims 4,"Puzzle, MMORPG, Strategy",998.15,8.4,89.6,2014,Bethesda,Sega,42.82
Sid Meier's Civilization VI,Strategy,727.14,7.1,33.3,2014,Ubisoft,Microsoft,28.23
The Legend of Zelda: Breath of the Wild,"First-person shooter, Puzzle",677.27,4.9,63.7,2022,CD Projekt Red,Electronic Arts,18.31
Super Mario Odyssey,"Racing, Simulation",853.42,6.9,72.5,2022,Rockstar Games,Sega,29.65
God of War,"RPG, Racing",903.55,7,70.4,2019,Epic Games,Bandai Namco,32.66
Bloodborne,"Simulation, Adventure",970.93,5.9,97,2010,Bethesda,Bandai Namco,33.55
Horizon Zero Dawn,Strategy,802.79,6.1,12.2,2023,Bethesda,Activision,50.69
Persona 5,RPG,816.53,3,12.6,2009,BioWare,Microsoft,3.68
Final Fantasy XV,"First-person shooter, Open World",30.1,2.2,89,2007,Epic Games,Nintendo,58.05
The Last of Us,"Open World, Puzzle, RPG",260.98,6.5,63.5,2001,Bungie,Square Enix,55.62
Death Stranding,"Sports, Racing, RPG",240.49,9.7,41.8,2012,Epic Games,Electronic Arts,13.72
Apex Legends,"Puzzle, Adventure",714.36,3.6,51.8,2011,Nintendo,Electronic Arts,49.14
Dota Underlords,Open World,925.59,1.4,78,2003,Ubisoft,Bandai Namco,40.01
Counter-Strike: Global Offensive,MMORPG,801.34,8.8,59.3,2021,BioWare,Square Enix,10.24
Grand Theft Auto V,"First-person shooter, Strategy",229.1,7.6,52.7,2019,Bethesda,Bandai Namco,30.27
PlayerUnknown's Battlegrounds,"Puzzle, Sports",634.75,4.2,11.9,2019,Valve,Bandai Namco,56.86
Rocket League,"MMORPG, Adventure",564.69,3.2,37.8,2023,Valve,Bethesda,55.89
The Witcher 3: Wild Hunt,"RPG, First-person shooter, Puzzle",574.01,2.6,70,2002,Ubisoft,Sega,12.83
Red Dead Redemption 2,"Adventure, Sports",92.4,5.1,91.3,2009,Ubisoft,Electronic Arts,44.47
Cyberpunk 2077,Strategy,216.56,9.8,17.5,2018,CD Projekt Red,Square Enix,26.4
DOOM Eternal,"Puzzle, First-person shooter, MMORPG",663.15,3.1,17.5,2022,Nintendo,Electronic Arts,1.62
Stardew Valley,Racing,855.09,1.3,53.4,2002,Valve,Square Enix,26.95
Terraria,Sports,997.68,6.7,61,2005,Valve,Bethesda,2.79
Dark Souls III,"Open World, Sports, Adventure",142.01,4.4,81.6,2012,BioWare,Microsoft,19.41
Hades,"Open World, Strategy, RPG",936.47,8.8,18.4,2000,CD Projekt Red,Square Enix,11.87
Half-Life: Alyx,"Adventure, Racing",104.6,5.6,98.5,2006,EA,Bethesda,41.71
Valheim,"Strategy, Adventure, Racing",251.78,4.8,79.2,2018,Bethesda,Sony,20.63
Among Us,"Open World, Strategy",573.24,6.9,90.1,2000,Nintendo,Microsoft,57.33
Rust,Sports,97.11,5.1,49.9,2010,BioWare,Sega,50.94
ARK: Survival Evolved,"Adventure, Racing",427.13,6.5,99,2016,BioWare,Microsoft,12.18
Fallout 4,First-person shooter,818.47,7.1,51.1,2006,BioWare,Sony,1.31
Sekiro: Shadows Die Twice,"Simulation, Sports, First-person shooter",785.19,1.2,42.2,2021,Rockstar Games,Activision,49.52
Hollow Knight,"Adventure, MMORPG, Open World",629.35,9.8,5.4,2005,Ubisoft,Capcom,28.94
Slay the Spire,"Racing, RPG",157.45,6,53.7,2009,Epic Games,Activision,45.66
Portal 2,Sports,131,1.3,51.8,2015,Ubisoft,Sony,24.75
Subnautica,"Open World, Adventure",393.84,5,39.1,2015,Bungie,Nintendo,41.8
Borderlands 3,Sports,419.09,4.8,38,2010,Rockstar Games,Microsoft,29.51
Overwatch,"Simulation, Strategy, First-person shooter",968.95,8.4,55.3,2017,EA,Square Enix,9.08
Fortnite,"Adventure, RPG, Strategy",475.96,9.5,33.6,2016,Nintendo,Bandai Namco,25.29
Minecraft,RPG,43.44,6.6,34.6,2005,BioWare,Sega,44.21
The Elder Scrolls V: Skyrim,Puzzle,170.24,7.7,24.4,2005,EA,Bandai Namco,46.29
Left 4 Dead 2,"First-person shooter, Open World, Adventure",592.8,1.3,7.6,2007,Valve,Sony,15.79
Team Fortress 2,"Simulation, Racing, Open World",271.72,3,41.6,2020,Valve,Square Enix,36.38
Tom Clancy's Rainbow Six Siege,MMORPG,66.64,5.1,36.2,2015,Rockstar Games,Square Enix,13.71
BioShock Infinite,"Strategy, First-person shooter, Adventure",893.79,7.8,9.9,2007,CD Projekt Red,Bethesda,8.21
Far Cry 5,"First-person shooter, Racing, Open World",955.5,8,23.2,2018,Ubisoft,Microsoft,49.05
Assassin's Creed Odyssey,"Sports, Adventure, Puzzle",276.58,9.8,19.5,2004,Nintendo,Capcom,4.53
Just Cause 4,"RPG, Sports, Open World",298.31,1.6,20.7,2022,Rockstar Games,Sony,44.73
Metro Exodus,"First-person shooter, MMORPG, RPG",255.4,2.2,97.1,2001,Epic Games,Sony,51.89
Destiny 2,"Sports, Adventure, Simulation",293.37,4.3,1.7,2016,Ubisoft,Capcom,8.99
Resident Evil 2,"Puzzle, Racing, Simulation",115.32,3.1,52.8,2021,EA,Nintendo,30.48
Monster Hunter: World,"RPG, Open World, Adventure",226.01,10,68.3,2018,Nintendo,Activision,0.27
The Sims 4,"MMORPG, Adventure",466.43,9.1,27.4,2021,Bethesda,Capcom,38.8
Sid Meier's Civilization VI,"Adventure, Puzzle, Simulation",308.61,8.2,29.3,2014,Nintendo,Electronic Arts,52.2
The Legend of Zelda: Breath of the Wild,"Sports, Open World",786.01,9,19.5,2015,Valve,Electronic Arts,56.26
Super Mario Odyssey,"Racing, Strategy, Sports",226.66,7.3,51.2,2014,Bungie,Nintendo,46.8
God of War,"RPG, Strategy, First-person shooter",824.46,3.1,62,2010,EA,Square Enix,37
Bloodborne,RPG,16.37,3.6,31.9,2008,Bethesda,Square Enix,53.96
Horizon Zero Dawn,"Sports, Racing",440.19,6.9,83.4,2007,Rockstar Games,Bandai Namco,35.79
Persona 5,"Simulation, Sports",546.92,3.9,45.7,2021,Bungie,Sony,5.92
Final Fantasy XV,"Racing, Puzzle",914.12,2.8,97.8,2022,Ubisoft,Capcom,12.92
The Last of Us,Sports,24.02,5.1,64.9,2005,Bungie,Square Enix,20.21
Death Stranding,"Adventure, Simulation",540.06,5.3,99.2,2012,Ubisoft,Activision,42.43
Apex Legends,"First-person shooter, MMORPG",23.87,3.8,99.7,2007,BioWare,Bethesda,11.87
Dota Underlords,"Open World, Racing, Strategy",122.65,5.3,17.1,2013,Nintendo,Capcom,15.92
Counter-Strike: Global Offensive,Adventure,561.16,7.2,29.8,2005,Valve,Bethesda,34.26
Grand Theft Auto V,Sports,195.88,7.2,93.7,2007,Nintendo,Bethesda,55.49
PlayerUnknown's Battlegrounds,"Simulation, Open World, Racing",936.55,1.4,27.7,2003,Valve,Capcom,16.92
Rocket League,Puzzle,773.12,3.4,53.3,2016,Bethesda,Bethesda,15.2
The Witcher 3: Wild Hunt,Adventure,624.43,5.3,71.7,2020,Valve,Microsoft,44.73
Red Dead Redemption 2,"Strategy, Open World, Adventure",618.43,2.9,48.8,2012,BioWare,Bandai Namco,47.65
Cyberpunk 2077,Sports,988.22,9.8,66.1,2006,BioWare,Activision,58.93
DOOM Eternal,Simulation,603.49,2.1,75.3,2022,Bethesda,Electronic Arts,29.98
Stardew Valley,"Sports, MMORPG, Simulation",455.44,4.8,93.2,2008,BioWare,Electronic Arts,58.04
Terraria,"Sports, Adventure, MMORPG",740.13,5.5,43,2009,Rockstar Games,Sony,6.15
Dark Souls III,"Racing, First-person shooter",243.81,3.5,100,2011,Rockstar Games,Electronic Arts,2.86
Hades,"Adventure, First-person shooter",575.53,3.3,51.1,2003,Nintendo,Electronic Arts,35.29
Half-Life: Alyx,"Sports, Racing, Puzzle",127.55,2.2,64.8,2009,BioWare,Square Enix,28.5
Valheim,Sports,797.49,9.7,43.6,2001,Valve,Square Enix,4.93
Among Us,"Open World, Simulation, Strategy",505.56,3.1,86.4,2011,BioWare,Microsoft,44.29
Rust,"Racing, Simulation, RPG",719.82,2.1,99.2,2009,Epic Games,Nintendo,53.9
ARK: Survival Evolved,"Racing, RPG, Puzzle",802.53,1.1,18.3,2004,CD Projekt Red,Nintendo,59.99
Fallout 4,"Sports, Adventure, MMORPG",356.32,1.4,63.3,2000,BioWare,Capcom,57.04
Sekiro: Shadows Die Twice,"MMORPG, First-person shooter, Racing",633.7,2.3,88.1,2002,Ubisoft,Sega,18.18
Hollow Knight,"Puzzle, Sports",281.68,6.7,26.1,2001,Bethesda,Microsoft,40.93
Slay the Spire,Open World,353.64,2.4,62.3,2021,Bungie,Bethesda,50.37
Portal 2,"Simulation, Adventure",569.94,7.1,37.7,2016,BioWare,Sony,21.87
Subnautica,"Sports, Puzzle, Simulation",713.6,6.9,25,2008,Epic Games,Sega,43.89
Borderlands 3,Sports,943.16,7.4,51.4,2013,Bethesda,Electronic Arts,27.48
Overwatch,"MMORPG, Racing, Strategy",878.85,8.2,45,2015,Bungie,Microsoft,50.63
Fortnite,RPG,501.72,9.9,47,2018,EA,Sega,8.4
Minecraft,"Simulation, Open World, Sports",944.04,4.1,96.2,2000,EA,Bandai Namco,21.42
The Elder Scrolls V: Skyrim,"MMORPG, Adventure",237.79,3.6,37.4,2006,CD Projekt Red,Sega,52.19
Left 4 Dead 2,First-person shooter,350.1,3.4,84.3,2009,Rockstar Games,Nintendo,36.81
Team Fortress 2,Puzzle,623.88,4.7,29.4,2003,Bethesda,Activision,21.21
Tom Clancy's Rainbow Six Siege,"Sports, Strategy",660.48,5.1,15.4,2015,Bethesda,Capcom,24.63
BioShock Infinite,Simulation,519.7,7.5,6.6,2007,EA,Square Enix,13.68
Far Cry 5,"MMORPG, Strategy, Adventure",788.05,3.6,47.5,2023,EA,Bandai Namco,46.95
Assassin's Creed Odyssey,"RPG, Simulation",345.85,8.1,76.1,2019,Epic Games,Microsoft,7.69
Just Cause 4,"Simulation, Adventure, Sports",930.43,6.1,29.1,2019,Nintendo,Square Enix,48.11
Metro Exodus,"Simulation, Sports",413.65,7.8,21.3,2006,EA,Activision,7.7
Destiny 2,MMORPG,218.79,8.4,18.9,2022,Ubisoft,Sony,2.04
Resident Evil 2,"RPG, Racing",529.97,4.3,4.1,2007,Ubisoft,Microsoft,27.42
Monster Hunter: World,RPG,972.1,9.8,95.2,2020,EA,Square Enix,1.23
The Sims 4,"Sports, Racing",625.9,7.7,95.2,2022,EA,Bandai Namco,13.37
Sid Meier's Civilization VI,Open World,825.13,2.5,97.8,2008,BioWare,Sega,21.98
The Legend of Zelda: Breath of the Wild,Sports,84.55,8.3,19.5,2023,Bethesda,Sega,3.77
Super Mario Odyssey,"RPG, Puzzle",990.78,3.5,40.2,2022,Bethesda,Bandai Namco,18.43
God of War,"Puzzle, Simulation",25.61,3.3,82.6,2015,Valve,Capcom,28.23
Bloodborne,"Simulation, Sports, Adventure",762.66,7.1,33.9,2020,Rockstar Games,Electronic Arts,8.59
Horizon Zero Dawn,"Adventure, Strategy",584.18,1.7,54.9,2011,Nintendo,Bethesda,10.17
Persona 5,"MMORPG, Open World, Simulation",482.75,9.4,58.6,2021,Bethesda,Square Enix,34.8
Final Fantasy XV,"RPG, Simulation",488.79,6.8,58.1,2003,Epic Games,Electronic Arts,0.92
The Last of Us,"Strategy, Open World",929.59,7.3,51.2,2017,Bungie,Square Enix,17.14
Death Stranding,"Sports, First-person shooter, RPG",399.34,5.1,16.5,2017,Epic Games,Sega,23.07
Apex Legends,"MMORPG, Puzzle",524.67,9.5,45.3,2003,BioWare,Bethesda,57.9
Dota Underlords,First-person shooter,874.28,5.8,74.1,2021,Bethesda,Sony,2.79
Counter-Strike: Global Offensive,"Open World, Puzzle, Racing",378.76,6.2,25.3,2008,Bungie,Electronic Arts,6.52
Grand Theft Auto V,"RPG, First-person shooter, Strategy",386.46,2,14.3,2002,EA,Sony,34.78
PlayerUnknown's Battlegrounds,Racing,346.72,3.2,5.5,2020,Rockstar Games,Nintendo,56.05
Rocket League,"Racing, RPG",977.76,7.4,43.5,2002,Rockstar Games,Sony,59.95
The Witcher 3: Wild Hunt,"First-person shooter, Simulation",497.03,2.4,76.1,2019,Rockstar Games,Microsoft,46.43
Red Dead Redemption 2,"MMORPG, Strategy",701.98,2.3,44.6,2014,EA,Bandai Namco,46.81
Cyberpunk 2077,"Strategy, Adventure, Simulation",514.73,8.2,87.3,2019,Valve,Nintendo,15.13
DOOM Eternal,Sports,614.87,6.4,76,2014,Ubisoft,Sony,28.6
Stardew Valley,"RPG, Racing",542.78,6.3,87.8,2017,Valve,Nintendo,55.44
Terraria,Open World,103.02,2.9,41.2,2003,Epic Games,Microsoft,46.61
Dark Souls III,MMORPG,865.44,1.6,95.2,2014,BioWare,Capcom,8.74
Hades,"MMORPG, Sports",575.33,3.8,84.7,2023,Ubisoft,Square Enix,6.15
Half-Life: Alyx,"First-person shooter, Sports, Simulation",75.78,5.7,31.9,2010,BioWare,Electronic Arts,26.14
Valheim,Sports,775.63,7.8,58.4,2007,Ubisoft,Square Enix,33.3
Among Us,"Sports, Simulation, Puzzle",667.3,8.3,67.9,2005,Valve,Capcom,15.55
Rust,"Puzzle, RPG",679.34,2.9,97.6,2007,Bethesda,Electronic Arts,25.38
ARK: Survival Evolved,Adventure,750.07,7.4,92.5,2002,Bungie,Bandai Namco,47.55
Fallout 4,Open World,140.21,5.4,35.2,2022,CD Projekt Red,Activision,37.7
Sekiro: Shadows Die Twice,Sports,590.95,8.4,43.4,2007,Ubisoft,Activision,33.53
Hollow Knight,Racing,64.43,1.7,95.8,2011,Bungie,Nintendo,13.95
Slay the Spire,"Racing, Puzzle",181.35,1.5,78.4,2007,Epic Games,Bethesda,57.95
Portal 2,"Puzzle, Racing, Open World",312.43,2.3,9,2008,Bungie,Bethesda,17.79
Subnautica,Sports,459.4,4.2,95.9,2013,BioWare,Activision,5.72
Borderlands 3,"Open World, Adventure, Puzzle",672.51,2.6,61.3,2014,Valve,Activision,21.43
Overwatch,"MMORPG, Puzzle",216.98,4.4,54.4,2020,BioWare,Microsoft,37.04
Fortnite,MMORPG,726.51,6.7,67.7,2008,EA,Bethesda,25.7
Minecraft,"RPG, Sports, MMORPG",367,3,26,2011,Bethesda,Activision,39.41
The Elder Scrolls V: Skyrim,Open World,255.15,4.6,32.9,2014,Bethesda,Sega,41.92
Left 4 Dead 2,"RPG, Sports, Simulation",735.27,1.2,10.2,2017,Valve,Nintendo,6.95
Team Fortress 2,RPG,345.01,5.2,86.7,2019,CD Projekt Red,Nintendo,38.11
Tom Clancy's Rainbow Six Siege,RPG,884.85,3.6,63.1,2008,Bungie,Electronic Arts,54.17
BioShock Infinite,"Strategy, MMORPG, Open World",327.58,3.1,7.6,2006,Rockstar Games,Square Enix,15.47
Far Cry 5,Racing,453.61,9.6,73.3,2003,Rockstar Games,Bandai Namco,16.41
Assassin's Creed Odyssey,"Open World, RPG",904.75,4.4,44.6,2008,Bethesda,Capcom,3.92
Just Cause 4,"Racing, RPG",941.92,8.8,10.8,2012,CD Projekt Red,Activision,37.82
Metro Exodus,"Racing, Simulation, Puzzle",787.11,5.8,73.8,2014,Nintendo,Sega,44.3
Destiny 2,Adventure,311.72,9.1,93.9,2013,Bungie,Bethesda,39.89
Resident Evil 2,MMORPG,624.27,3.4,64,2017,Rockstar Games,Bandai Namco,43.63
Monster Hunter: World,"MMORPG, Sports, Racing",678.47,9.3,25.8,2007,EA,Activision,1.3
The Sims 4,Open World,185.19,7.6,79.4,2010,Nintendo,Electronic Arts,45.87
Sid Meier's Civilization VI,Simulation,138.51,7.6,73.7,2011,Valve,Capcom,34.06
The Legend of Zelda: Breath of the Wild,"Puzzle, Open World, RPG",429.1,8.6,90.9,2018,Nintendo,Sega,59.43
Super Mario Odyssey,Open World,226.42,4.3,53.6,2015,Valve,Bethesda,9.28
God of War,Open World,584.99,1,5.4,2002,Ubisoft,Capcom,58.07
Bloodborne,"MMORPG, Puzzle",611.41,1.6,8.2,2000,Nintendo,Sony,13.81
Horizon Zero Dawn,"First-person shooter, Strategy, MMORPG",620.67,4.1,32.8,2007,Valve,Bethesda,29.24
Persona 5,"Adventure, Strategy, Simulation",168.81,5.4,92.6,2002,EA,Sega,41.23
Final Fantasy XV,"Racing, Puzzle, Sports",721.29,3.7,64.7,2023,BioWare,Microsoft,37.98
The Last of Us,Strategy,884.45,5.8,43,2020,Bungie,Nintendo,28.83
Death Stranding,"First-person shooter, RPG",334.53,4.4,48.6,2013,Rockstar Games,Sega,18.04
Apex Legends,"MMORPG, Open World",254.84,4.9,15.4,2011,Valve,Capcom,32.52
Dota Underlords,"MMORPG, Strategy",536.61,3.4,37.5,2017,Nintendo,Capcom,7.9
Counter-Strike: Global Offensive,"MMORPG, Puzzle",812.11,2.8,70.1,2015,Ubisoft,Microsoft,33.48
Grand Theft Auto V,"Open World, First-person shooter",455.87,6.9,73.4,2018,Ubisoft,Electronic Arts,25.3
PlayerUnknown's Battlegrounds,"Puzzle, RPG, First-person shooter",227.13,5.8,80.4,2018,BioWare,Sega,24.59
Rocket League,Open World,719.77,2.6,63.7,2023,Ubisoft,Square Enix,1.22
The Witcher 3: Wild Hunt,"MMORPG, Open World",95.17,2.9,35.5,2019,BioWare,Sony,33.88
Red Dead Redemption 2,"Racing, RPG",3.22,8,86.8,2018,Valve,Microsoft,56.64
Cyberpunk 2077,"Open World, Racing, First-person shooter",328.31,2.2,6.5,2014,Ubisoft,Bethesda,38.88
DOOM Eternal,"RPG, Simulation, Racing",480.88,3.7,80.2,2004,Epic Games,Nintendo,4.24
Stardew Valley,Strategy,815.1,1.8,92,2013,Ubisoft,Microsoft,55.36
Terraria,"MMORPG, Racing",35.76,7.9,63.4,2019,Valve,Activision,34.95
Dark Souls III,"Racing, Adventure",713.85,5.9,17.6,2009,Valve,Activision,29.89
Hades,Strategy,588.14,7.6,43.3,2018,Nintendo,Microsoft,15.13
Half-Life: Alyx,Simulation,990.73,1.2,94.9,2022,CD Projekt Red,Electronic Arts,10.51
Valheim,"Simulation, Racing, Sports",732.87,4.8,53.2,2005,Bungie,Sega,2.77
Among Us,"Adventure, Strategy",604.02,1.7,31.7,2021,Rockstar Games,Activision,16.57
Rust,Sports,30.51,3.5,20.9,2020,Bungie,Bethesda,30.09
ARK: Survival Evolved,Open World,256.36,2.2,35.2,2016,BioWare,Sony,23.25
Fallout 4,"Adventure, Sports",213.43,5.2,89.7,2001,Bungie,Capcom,22.5
Sekiro: Shadows Die Twice,"Racing, Strategy, Simulation",840.69,7,47.6,2015,Epic Games,Bethesda,35.25
Hollow Knight,"MMORPG, Open World, Strategy",898.09,5.6,30.6,2001,Bungie,Sega,11.97
Slay the Spire,"Open World, Adventure",33.06,8.8,77.9,2006,Ubisoft,Sony,6.3
Portal 2,"Racing, Simulation, Open World",816.1,1.9,32.6,2014,Epic Games,Sega,25.47
Subnautica,"MMORPG, Open World",906.66,7.9,44.4,2022,CD Projekt Red,Activision,35.48
Borderlands 3,Racing,783.06,2.8,88.4,2006,Ubisoft,Nintendo,40.2
Overwatch,First-person shooter,392.92,8.7,22.4,2019,CD Projekt Red,Sony,35.79
Fortnite,Adventure,641.49,5.6,57.4,2007,Epic Games,Microsoft,8.73
Minecraft,"Racing, Adventure, Puzzle",983.14,9.5,93.2,2000,Rockstar Games,Sega,16.38
The Elder Scrolls V: Skyrim,Strategy,5.48,1.2,88.9,2011,CD Projekt Red,Microsoft,24.87
Left 4 Dead 2,"Strategy, Adventure, Open World",842.34,7.9,12.4,2010,Bungie,Nintendo,31.36
Team Fortress 2,Adventure,303.13,4.3,89.2,2023,Rockstar Games,Capcom,39.98
Tom Clancy's Rainbow Six Siege,First-person shooter,932.48,5.8,4.1,2002,Ubisoft,Electronic Arts,2.37
BioShock Infinite,Strategy,937.53,7.9,15.4,2012,Valve,Bandai Namco,2.55
Far Cry 5,Puzzle,513.28,4.1,57.9,2013,BioWare,Sega,57.53
Assassin's Creed Odyssey,"Sports, Puzzle, RPG",430.71,5.7,58.2,2007,Nintendo,Bandai Namco,36.49
Just Cause 4,"Sports, Racing",200.12,4.4,34.7,2011,BioWare,Sony,43.95
Metro Exodus,Puzzle,362.45,5.5,22.1,2011,Valve,Sega,19.88
Destiny 2,"Adventure, First-person shooter",842.28,8.6,51.6,2000,Epic Games,Bandai Namco,8.24
Resident Evil 2,Adventure,412.11,9.1,84,2007,Bethesda,Microsoft,12.94
Monster Hunter: World,"Sports, Puzzle, Simulation",778.77,1.7,94,2016,Nintendo,Electronic Arts,2.65
The Sims 4,"Sports, Adventure",439.04,3,74.6,2013,Bungie,Sega,1.7
Sid Meier's Civilization VI,"RPG, Adventure, First-person shooter",537.05,5,59.8,2009,Valve,Microsoft,49.89
The Legend of Zelda: Breath of the Wild,"Adventure, Simulation, RPG",392.04,3.1,90.3,2000,CD Projekt Red,Bethesda,8.55
Super Mario Odyssey,"RPG, First-person shooter",267.06,5.1,3.9,2018,Nintendo,Electronic Arts,16.29
God of War,"Open World, RPG, Puzzle",861.15,8.4,66,2006,CD Projekt Red,Sega,46.97
Bloodborne,"Sports, First-person shooter",985.3,4.2,85.7,2003,Epic Games,Sega,43.1
Horizon Zero Dawn,Open World,293.67,7.6,1.8,2013,Rockstar Games,Activision,59.49
Persona 5,First-person shooter,840.87,1.3,38.6,2000,Bethesda,Nintendo,13.62
Final Fantasy XV,"RPG, Puzzle",317.49,1.5,62.3,2012,Bethesda,Bandai Namco,49.98
The Last of Us,"Open World, Simulation, Puzzle",963.61,1.4,19.7,2005,Valve,Microsoft,53.5
Death Stranding,Puzzle,253,8.5,11.6,2000,EA,Sony,32
Apex Legends,Simulation,260.91,2.6,73.8,2017,BioWare,Nintendo,45.58
Dota Underlords,"Simulation, Adventure, Sports",701.4,4.1,32.6,2003,CD Projekt Red,Activision,35.45
Counter-Strike: Global Offensive,"Strategy, Racing, Simulation",342.07,9.1,53.4,2011,EA,Activision,18.05
Grand Theft Auto V,Adventure,946.1,5.2,53.9,2023,Valve,Sega,8.79
PlayerUnknown's Battlegrounds,"Sports, RPG, Simulation",655.89,7.1,25,2018,Valve,Activision,47.42
Rocket League,Puzzle,410.05,2,33,2016,Rockstar Games,Sony,3.11
The Witcher 3: Wild Hunt,"MMORPG, Adventure",570.52,4.3,39,2010,Rockstar Games,Microsoft,15.73
Red Dead Redemption 2,Sports,666.6,4.3,93.8,2021,Valve,Bandai Namco,6.15
Cyberpunk 2077,"First-person shooter, Sports, RPG",514.93,4.2,21.1,2020,Rockstar Games,Bandai Namco,52.72
DOOM Eternal,"Open World, MMORPG, First-person shooter",941.29,7.6,84.6,2003,Ubisoft,Bandai Namco,9.99
Stardew Valley,"MMORPG, Simulation",216.06,9.8,99.7,2005,CD Projekt Red,Sega,5.71
Terraria,"Sports, Racing, Adventure",602.72,7.6,91.1,2005,Ubisoft,Electronic Arts,39.94
Dark Souls III,"Adventure, Racing",382.44,7.9,96.1,2001,BioWare,Sony,9.13
Hades,"Racing, Strategy, Puzzle",994.3,3.9,27.8,2012,Ubisoft,Microsoft,45.25
Half-Life: Alyx,Sports,612.69,2.6,85.1,2021,EA,Nintendo,34.52
Valheim,Simulation,381.97,7.6,52,2017,Valve,Bandai Namco,48.12
Among Us,"Sports, Strategy",335.71,8.9,58,2020,Valve,Bethesda,27.9
Rust,"First-person shooter, RPG, Open World",107.52,1.7,11.2,2014,Epic Games,Capcom,31.43
ARK: Survival Evolved,"Open World, MMORPG",130.48,2.9,89.4,2018,Valve,Capcom,32.23
Fallout 4,"Puzzle, MMORPG",608.25,6.3,25.1,2002,Nintendo,Activision,27.73
Sekiro: Shadows Die Twice,"Open World, Simulation, MMORPG",94.29,9.2,47.3,2019,Nintendo,Electronic Arts,33.34
Hollow Knight,"First-person shooter, Strategy",150.18,7.8,47.2,2003,Valve,Microsoft,38.73
Slay the Spire,"Strategy, Racing, Simulation",22.72,5.1,27.4,2014,Valve,Bethesda,16.85
Portal 2,"Strategy, RPG",519.07,5.1,91,2013,Ubisoft,Electronic Arts,27.17
Subnautica,"Racing, Simulation, Strategy",317.11,2.9,47.5,2008,Epic Games,Sega,2.31
